tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL016810g1.t1	HMEL016810g1	7.188995	2.952006	1.641546	2.783468	2.575242	1.692247	7.490152	9.42421	10.610678	6.190672	7.978481	4.310051
HMEL016810g2.t1	HMEL016810g2	0	0	0	0	0	0	0	6.861573	9.686797	11.199806	7.627534	18.199346
HMEL031362g1.t1	HMEL031362g1	0	0	0	0	0	0	0	0	0	62.435443	11.928178	5.831925
HMEL016812g1.t1	HMEL016812g1	99.994422	44.035332	31.409411	76.23904	27.024778	39.856746	32.340248	11.892486	17.545374	28.789888	33.722809	19.875646
HMEL016812g2.t1	HMEL016812g2	0	0	0	0	0	0	0	0	0	16.879927	67.392635	22.414577
HMEL016814g1.t1	HMEL016814g1	71.51739	72.217878	75.168747	73.698574	69.566778	71.525455	28.62834	33.763249	36.501479	41.758358	21.98456	38.49298
HMEL016817g1.t1	HMEL016817g1	2.225442	0	0	0	0	0	0	0	0	0	0	0
HMEL016828g1.t1	HMEL016828g1	109.43536	71.391837	80.814978	93.561892	56.358483	67.119695	65.657404	63.057084	33.113797	29.224186	34.732372	46.424175
HMEL016830g1.t1	HMEL016830g1	18.934133	21.68042	0	32.893224	0	0	0	0	0	0	0	53.696853
HMEL016832g1.t1	HMEL016832g1	30.893393	41.105409	52.082942	50.037216	20.377869	116.977316	44.218209	33.465882	58.464323	6.814085	0	35.618477
HMEL031369g1.t1	HMEL031369g1	18.201094	20.460202	29.115913	75.850499	59.35384	118.222269	158.651197	184.519381	189.892073	103.294897	0	55.278812
HMEL031371g1.t1	HMEL031371g1	0	0	0	0	1.336098	0	0	0	0	0	15.158322	0
HMEL016834g2.t1	HMEL016834g2	0	0.746493	0	0	3.60999	0	8.607347	6.35174	3.160326	27.03066	18.553641	11.148557
HMEL016838g1.t1	HMEL016838g1	2477.059443	1834.322223	3035.225698	2261.371792	1543.847888	3004.894229	2289.0705	2857.479491	2957.724849	5404.021317	3703.533883	3507.947646
HMEL016838g2.t1	HMEL016838g2	0	20.649906	0	0	20.048762	0	52.153384	0	0	0	0	55.29338
HMEL016846g1.t1	HMEL016846g1	0	0	0	0.366205	0.470737	0	1.331319	2.460255	2.93416	3.462414	106.0866	1.35728
HMEL031375g1.t1	HMEL031375g1	0	0	0	0	0	0	0	0	0	19.111451	12.82214	12.760799
HMEL016849g1.t1	HMEL016849g1	96.948248	67.613009	203.312053	99.600177	40.094746	190.415139	37.173498	31.520603	18.783101	13.05431	25.964557	36.178374
HMEL016850g1.t1	HMEL016850g1	139.858583	81.207241	459.14041	134.519485	56.70748	364.909847	20.492925	37.004122	22.432683	0	21.915485	49.901265
HMEL031377g1.t1	HMEL031377g1	165.384953	107.479812	1418.1264	182.890985	215.369054	1273.738859	770.683601	133.289929	930.219212	1056.298697	951.137483	102.144849
HMEL031379g1.t1	HMEL031379g1	13.207702	13.11283	13.381637	13.221157	13.820472	11.722705	16.727454	8.383162	3.711624	10.838373	16.819418	8.488841
HMEL031380g1.t1	HMEL031380g1	102.339714	0	0	117.748113	0	38.803365	492.227157	734.954536	0	0	76.526178	286.747201
HMEL031380g1.t2	HMEL031380g1	0	68.714916	65.676959	0	52.739149	0	652.212527	377.275437	450.986404	548.634205	0	252.987728
HMEL031381g1.t1	HMEL031381g1	55.372791	36.054726	104.391908	74.651289	47.488516	171.731525	577.65832	418.555934	745.883377	576.790011	171.619511	359.930663
HMEL004116g1.t1	HMEL004116g1	29.209026	33.57969	54.346899	33.129943	36.708688	36.99115	16.853404	18.634975	21.352854	58.225913	34.037349	33.819196
HMEL004115g1.t1	HMEL004115g1	2810.818504	2546.27864	3471.356731	3012.70252	2269.468063	3564.67121	2499.765311	2853.217812	4013.67484	7088.930173	2239.283161	1814.968961
HMEL016567g1.t1	HMEL016567g1	12.006209	1859.350502	470.648215	35.964238	1856.367286	333.489209	12.744764	9.950428	10.139671	4.392234	17.001148	6.37089
HMEL016571g1.t1	HMEL016571g1	29.040476	6.11198	10.039678	9.050952	12.139294	29.474297	23.800394	87.93966	95.224548	28.610592	28.525055	37.851656
HMEL008737g1.t1	HMEL008737g1	22.036693	36.740333	0	0	16.57731	29.717936	0	0	72.617573	0	0	49.591095
HMEL008737g1.t2	HMEL008737g1	0	0	22.624754	72.331425	0	0	88.828874	0	0	10.823042	35.981001	0
HMEL008736g1.t1	HMEL008736g1	0	0	176.070833	0	194.670491	162.175053	54.925259	0	85.882444	84.255833	203.501197	0
HMEL008736g1.t2	HMEL008736g1	211.014556	185.068635	0	250.549868	0	0	0	103.281509	0	0	0	203.896735
HMEL008732g1.t1	HMEL008732g1	29.433784	50.281894	75.547648	48.668054	52.84037	60.983213	33.134151	38.366389	31.79691	76.425251	22.129225	52.531494
HMEL008730g1.t1	HMEL008730g1	71.282412	42.023637	18.658227	48.111413	45.96855	26.883336	396.269007	142.727342	125.030346	238.635938	16.525716	53.018044
HMEL008722g1.t1	HMEL008722g1	0	0	0	0	0	0	0	36.470719	0	28.004404	19.448468	0
HMEL008851g1.t1	HMEL008851g1	212.673942	233.069648	243.493121	200.291094	223.536586	247.688301	91.718309	70.618343	67.151554	105.601685	81.195497	70.347895
HMEL013188g1.t1	HMEL013188g1	0	0	0	0	0	0	0	0	0	28.004404	136.139275	0
HMEL013189g1.t1	HMEL013189g1	113.439706	143.80867	86.049257	118.626571	115.067619	104.03761	22.471206	33.128844	57.957746	91.749923	35.171927	49.092382
HMEL031391g1.t1	HMEL031391g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031391g1.t2	HMEL031391g1	0.368139	0	0	0.443829	0.571985	0	0	0	0	2.066866	4.045094	3.255141
HMEL013195g1.t1	HMEL013195g1	1026.591784	743.108567	676.59642	959.429068	772.462406	615.643359	306.967797	133.735792	409.495387	585.579699	475.735288	133.336831
HMEL013196g1.t1	HMEL013196g1	94.386733	89.397065	122.218725	81.519322	83.62853	114.961046	68.888777	71.65675	59.620159	74.425115	41.9894	52.214602
HMEL013201g3.t1	HMEL013201g3	0	45.460272	0	45.041079	48.249784	0	0	0	0	0	0	144.984701
HMEL013201g3.t2	HMEL013201g3	40.892856	50.492059	0	42.991452	48.834169	0	0	121.096714	93.173706	120.192095	72.698426	134.105479
HMEL013201g3.t3	HMEL013201g3	75.884704	73.263892	52.519048	40.773877	47.697254	39.591419	133.809842	281.700417	0	0	32.603094	151.712209
HMEL013206g1.t1	HMEL013206g1	14.985175	26.684883	27.719497	24.719485	14.647913	15.470211	23.776797	55.618713	48.102307	19.173582	26.208417	31.738759
HMEL013205g1.t1	HMEL013205g1	63.384665	38.631753	27.615305	43.706245	31.588603	17.942084	9.895998	20.353767	5.459575	11.4687	9.86029	14.794768
HMEL004110g1.t1	HMEL004110g1	3.993803	0	20.451179	3.123442	4.173936	13.440452	32.032706	0	0	39.137417	58.806716	19.222699
HMEL013214g1.t1	HMEL013214g1	46.367009	20.438317	21.270269	41.365142	18.258323	21.568371	43.69281	38.26456	25.66993	43.145934	34.020285	29.316981
HMEL013208g1.t1	HMEL013208g1	107.155871	139.291391	118.748793	105.42816	166.190862	97.498388	45.057852	55.619188	41.650444	26.074583	68.191602	72.77182
HMEL013207g1.t1	HMEL013207g1	2.954472	2.511446	4.529443	2.203007	1.969761	4.31162	3.656982	2.016275	0	2.358036	6.846436	8.521892
HMEL004107g2.t1	HMEL004107g2	9.430407	0	0	0	0	0	0	0	0	0	61.752052	0
HMEL016386g1.t2	HMEL016386g1	470.925222	487.946404	350.910492	566.291207	441.186818	293.362841	242.563836	148.533028	187.97784	117.798007	394.938961	168.538128
HMEL016386g1.t1	HMEL016386g1	198.475606	196.797094	157.641509	136.431337	115.239386	149.936931	329.170227	121.184523	203.127693	182.408186	153.516307	52.921723
HMEL016373g1.t1	HMEL016373g1	2391.366155	2027.984628	2462.76238	1988.335787	1653.094599	2615.932057	1410.099078	1638.515945	1404.471544	2283.353354	411.522157	1720.417779
HMEL031459g1.t1	HMEL031459g1	6250.943752	1703.156727	2704.626807	4020.553755	1018.016606	2280.641834	2999.294694	19389.340959	2203.097893	1751.918643	4040.685118	19694.707969
HMEL031458g1.t1	HMEL031458g1	7057.660437	2512.909796	2483.164938	4407.061779	1903.778681	2177.370529	3329.435391	9983.723945	2869.903438	2400.236179	4398.638013	10710.954925
HMEL016367g1.t1	HMEL016367g1	3.582086	5.381291	9.550562	6.188576	1.487238	8.517943	17.70733	146.129158	9.621058	25.943693	13.124853	103.205865
HMEL031456g1.t1	HMEL031456g1	1164.399268	540.800086	366.434676	1035.893289	531.397644	308.475275	530.089705	3024.706469	395.881464	244.116069	452.140452	2372.163029
HMEL031453g1.t1	HMEL031453g1	23.015198	0	0	11.925385	8.019006	0	64.139411	47.34509	0	0	12.82214	0
HMEL035845g1.t1	HMEL035845g1	0	21.393471	2.215013	0	42.559829	3.73593	0	3.089089	0	0	0	0
HMEL014493g2.t1	HMEL014493g2	6.090131	16.898381	13.549996	10.911464	4.156062	10.033406	0	0	34.32588	19.719287	10.06054	0
HMEL033452g1.t1	HMEL033452g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL012754g1.t1	HMEL012754g1	113.185692	60.17974	60.445073	83.454939	60.276917	51.160727	17.445358	47.915852	35.413108	19.905288	18.177816	34.560927
HMEL012753g1.t1	HMEL012753g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031408g1.t1	HMEL031408g1	492.932488	626.201249	346.600442	555.327988	621.021412	311.112583	360.028709	890.941645	467.899132	734.870272	264.85803	626.999654
HMEL016555g1.t1	HMEL016555g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016555g1.t2	HMEL016555g1	6.696013	14.1165	23.271673	20.862572	34.996212	11.345109	0	40.889726	0	49.775084	33.092705	33.040042
HMEL016549g1.t1	HMEL016549g1	68.301595	92.794649	111.297253	111.332341	106.681501	103.477315	70.420729	79.090313	46.359819	28.370369	80.879931	62.865388
HMEL016544g2.t1	HMEL016544g2	125.927729	248.42017	117.731517	163.662894	120.608685	79.788937	385.027691	411.673757	150.796951	348.220638	334.420802	373.443407
HMEL005543g2.t1	HMEL005543g2	60.644085	31.830166	27.227992	50.534839	27.080992	22.967625	4.999868	3.794088	38.417483	25.032657	22.961743	15.869785
HMEL005536g1.t1	HMEL005536g1	28.699893	0	0	0	0	0	0	0	0	0	0	0
HMEL005535g1.t1	HMEL005535g1	0	0	0	0	0	0	0	0	0	4.330891	0	2.012093
HMEL004113g2.t1	HMEL004113g2	123.826568	148.976228	295.754412	248.131378	166.383423	59.853958	169.393097	339.386902	193.375165	334.165868	434.626488	576.913714
HMEL016389g1.t1	HMEL016389g1	41.227849	34.392009	32.547063	42.650414	37.611712	32.262103	17.661015	26.059308	30.390546	28.479735	8.136713	18.25917
HMEL016390g1.t1	HMEL016390g1	36.506093	29.74879	57.917943	30.975093	31.852403	49.9599	19.001034	38.509594	22.936688	27.990623	13.675457	29.594729
HMEL016391g1.t1	HMEL016391g1	219.172157	180.638018	107.03875	184.887194	208.987564	104.046762	66.012073	77.609314	83.143101	117.837745	98.036063	63.55124
HMEL016397g1.t1	HMEL016397g1	0.689002	0.745663	0	1.658791	1.907131	0.391502	0	0.729508	1.095776	1.91819	2.885976	2.808681
HMEL016400g1.t1	HMEL016400g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016400g3.t1	HMEL016400g3	0	0	0	0	0	0	0	0	126.594715	34.431632	0	138.197031
HMEL036227g1.t1	HMEL036227g1	0	0	0	0	0	0	0	0	0	0	34.952154	0
HMEL005761g1.t1	HMEL005761g1	0	10.426256	0	15.284399	10.261421	0	0	0	0	0	0	33.155509
HMEL005761g2.t1	HMEL005761g2	0	0	0	0	0	0	0	0	0	0	37.406834	0
HMEL005761g2.t2	HMEL005761g2	39.374595	45.520559	76.577825	56.346711	78.978624	26.860865	26.788486	36.704328	29.402873	16.756357	0	46.914312
HMEL005760g1.t1	HMEL005760g1	48.836029	26.656563	0	19.71003	16.759876	11.543557	18.200064	13.83466	19.52365	0	0	44.034423
HMEL034437g1.t1	HMEL034437g1	183.17801	264.466775	3098.058237	172.581635	196.37033	4696.862303	649.490489	612.202851	632.344875	372.822081	405.239378	742.861862
HMEL034436g1.t1	HMEL034436g1	0	0	51.722801	5.758728	7.733947	37.779776	0	22.800643	30.589968	129.010898	184.947847	73.713078
HMEL034434g1.t1	HMEL034434g1	1.189721	0	1.97253	1.833709	1.217056	7.882911	14.181652	107.350164	10.37301	14.794768	11.786799	3.738298
HMEL004317g3.t1	HMEL004317g3	0	0	0	0	0	0	54.969464	0	0	0	0	0
HMEL034433g1.t1	HMEL034433g1	0	0	0	0	0	0	0	0	39.594611	46.442009	119.909185	35.436246
HMEL004320g2.t1	HMEL004320g2	0.426392	0.922645	0	0	0	0.363034	0.923417	0.67877	2.040076	2.976575	6.145202	1.870488
HMEL004320g1.t1	HMEL004320g1	0	0	0	0	0	0	0	0	0	15.809795	0	0
HMEL022580g3.t1	HMEL022580g3	0.220995	0.239132	0	0.354804	0.229298	1.129516	14.346999	2.811291	0	3.081098	8.346569	2.321872
HMEL015556g1.t1	HMEL015556g1	0	0	0	0	0	0	0	0	0	0	5.617457	5.317304
HMEL015556g1.t2	HMEL015556g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL015556g1.t3	HMEL015556g1	0	0	0	0	0	0	0	5.054153	0	0	0	0
HMEL034424g1.t1	HMEL034424g1	24.741979	63.266962	57.550242	37.449968	146.668516	46.638531	16.649624	238.875986	10.131156	13.979025	4.859837	298.201007
HMEL015560g1.t1	HMEL015560g1	110.310328	90.513353	70.892122	76.617404	63.064045	41.978357	41.379436	12.61292	17.874879	0	63.067824	53.39599
HMEL006069g1.t1	HMEL006069g1	45.728883	41.653975	869.928711	56.975545	29.214882	1034.156302	230.697185	113.520837	121.269502	301.04579	119.661352	26.956509
HMEL034421g1.t1	HMEL034421g1	65.267042	104.176944	1.422989	55.342461	121.103602	4.402136	13.058841	3.427907	15.453157	8.417312	10.472384	3.399733
HMEL034418g1.t1	HMEL034418g1	17.939434	13.366359	36.10579	17.379838	9.964365	36.11354	109.257382	1735.81498	39.787646	57.796786	79.854787	1312.509731
HMEL006062g1.t1	HMEL006062g1	836.559644	553.299848	335.871212	527.510153	573.760107	252.30509	409.666647	1208.78625	304.241187	351.393147	244.699833	785.336787
HMEL006060g1.t1	HMEL006060g1	9.055573	5.335074	18.126185	5.589313	9.837166	14.130524	88.955606	38.336843	65.778169	126.325121	17.522933	22.404157
HMEL030669g1.t1	HMEL030669g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL006056g3.t1	HMEL006056g3	0	0	0	0	0	0	0	0	0	0	0	0
HMEL003237g1.t1	HMEL003237g1	0	0	0	0	0	0	0	0	0	6.940294	3.012094	0
HMEL034439g1.t1	HMEL034439g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL034439g1.t2	HMEL034439g1	0	0	0	0	4.99824	0	0	0	0	0	0	0
HMEL034439g1.t3	HMEL034439g1	5.488682	1.866082	0	1.405587	0	5.781106	0	17.124411	4.149393	8.658009	3.81051	37.058492
HMEL034439g1.t4	HMEL034439g1	0	0	0	0	0	0	0	12.920654	0	0	0	0
HMEL034439g1.t5	HMEL034439g1	0	1.668336	5.52528	4.912871	0	0	5.259461	0	0	0	0	0
HMEL034439g1.t6	HMEL034439g1	0	0	0	0	0	0	0	0	0	0	0	7.379334
HMEL004586g1.t1	HMEL004586g1	25.94285	143.40304	0	40.392546	169.436347	21.948804	26.815172	118.448998	26.628267	112.202663	0	31.903941
HMEL004588g1.t1	HMEL004588g1	203.820835	243.95855	232.964689	215.616464	182.01651	216.642389	216.516235	75.625761	188.233154	176.428902	160.455251	72.744929
HMEL034441g1.t1	HMEL034441g1	0	0	0	0	0	6.411516	15.241375	0	0	0	0	0
HMEL004589g1.t1	HMEL004589g1	0	0	10.705441	1.234154	1.6412	2.648513	0	0	6.909215	15.761037	18.726363	7.58761
HMEL004591g1.t1	HMEL004591g1	0.230232	0	0	0	0.955935	0	0	4.387458	0	0	2.066229	0.804333
HMEL004592g1.t1	HMEL004592g1	0.94421	0.917488	2.936535	1.065654	0.876619	2.552775	11.999541	13.759429	13.832268	12.934426	8.379774	20.702441
HMEL004593g2.t1	HMEL004593g2	1.945124	0	0	0	0	0	0	5.7945	16.486325	9.454914	0	0
HMEL004593g2.t2	HMEL004593g2	0	2.024985	3.243766	0	0	0	0	0	0	0	0	0
HMEL017090g4.t1	HMEL017090g4	0	0	0	0	0	0	0	0	0	0	0	0
HMEL004603g1.t1	HMEL004603g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL034446g1.t1	HMEL034446g1	0	0	0	0	0	0	0	0	0	0	11.869164	0
HMEL005857g1.t1	HMEL005857g1	251.195791	184.703098	98.557013	243.441025	141.06994	73.226608	80.737508	40.610903	74.824689	55.510258	71.330417	40.165354
HMEL005856g1.t1	HMEL005856g1	7.573335	0	25.468705	9.750118	7.822739	16.760487	0	7.512443	10.561359	12.260882	16.683208	23.956148
HMEL005850g1.t1	HMEL005850g1	3.052257	0	2.534836	1.170717	0	0	0	0	0	22.466449	30.403571	19.168121
HMEL034453g1.t1	HMEL034453g1	215.908679	194.623056	128.981198	360.944743	87.363394	104.688687	255.128164	188.302616	165.377743	88.397103	160.205455	189.695763
HMEL034453g1.t2	HMEL034453g1	119.838876	0	0	0	77.790668	0	0	0	0	0	0	0
HMEL005848g1.t1	HMEL005848g1	10.802903	8.629212	8.976209	16.128079	8.368453	3.028068	14.598998	19.090269	11.94482	57.205515	31.253985	39.904023
HMEL005847g1.t1	HMEL005847g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL005846g1.t1	HMEL005846g1	3.604329	2.527739	5.976238	11.106124	3.686163	0	14.309548	18.065139	0	8.959966	29.76153	11.324821
HMEL034454g1.t1	HMEL034454g1	19.83392	0	0	0	20.740874	8.376631	0	0	0	0	0	0
HMEL007355g1.t3	HMEL007355g1	0	0	0	0	0	0	0	0	0	0	7.615803	0
HMEL007355g1.t1	HMEL007355g1	4.259122	7.250035	4.609783	4.920132	6.237093	11.452668	12.421901	0	12.213159	0	0	7.54096
HMEL007355g1.t2	HMEL007355g1	4.306754	2.776625	7.459949	2.623764	2.729709	0.514687	0	6.666067	0	9.8099	0	1.566899
HMEL007354g1.t1	HMEL007354g1	0	0	2.893068	2.351508	2.567238	1.80307	5.970702	5.342704	4.801336	3.660214	5.226656	4.424101
HMEL007354g1.t2	HMEL007354g1	0	1.710274	0	0	0	0	0	0	0	0	0	0
HMEL007354g1.t3	HMEL007354g1	1.645047	0	0	0	0	0	0	0	0	0	0	0
HMEL034457g1.t1	HMEL034457g1	0	0	0	0	0	0	0	0	0	0	0	5.907791
HMEL034458g1.t1	HMEL034458g1	0	0	0	0	0	7.632512	0	13.723145	9.686797	16.799709	38.137669	10.919608
HMEL016328g1.t1	HMEL016328g1	0.402055	0	0	0	0	0	0	0	1.86696	3.260956	2.789296	0
HMEL016327g1.t1	HMEL016327g1	12.658796	13.667274	18.567845	12.946587	8.770626	14.051175	12.427247	5.204375	8.767217	5.665967	8.561113	10.61627
HMEL034459g1.t1	HMEL034459g1	1.880119	2.104474	6.517959	2.842198	3.78837	0	0	0	141.904394	22.477918	6.920972	0
HMEL016325g1.t1	HMEL016325g1	21.662229	22.500133	10.318008	30.892464	21.699854	0	23.991956	115.650438	14.93413	15.761037	0	85.992912
HMEL016325g1.t2	HMEL016325g1	274.961895	291.649725	22.831585	341.037099	236.052607	70.707597	66.908648	0	24.74472	0	10.634476	0
HMEL034472g1.t1	HMEL034472g1	0	0	0	0	0	0	0	7.578551	0	6.183962	25.242131	16.113475
HMEL033421g1.t1	HMEL033421g1	0	0	0.934933	0	0.582066	0	0	0	0	0	12.308198	0
HMEL034470g1.t1	HMEL034470g1	0.110721	0	0.362907	0.08921	0.457209	0	0.968855	1.43084	0	5.355573	11.422885	2.99604
HMEL034468g1.t1	HMEL034468g1	0	19.427433	0	0	0	0	0	0	0	34.963695	0	0
HMEL015837g1.t1	HMEL015837g1	153.600261	139.913991	97.033307	143.235505	118.28025	84.136857	263.806936	135.667102	226.562731	210.137461	285.551783	134.179526
HMEL016313g1.t1	HMEL016313g1	1.809898	1.300836	0	0.953365	1.885946	2.062685	0	1.845582	0	0	3.046838	0
HMEL016314g1.t1	HMEL016314g1	8.87853	6.930346	7.428339	15.369256	6.837222	18.332631	34.677631	46.19512	46.627468	75.429419	58.672152	20.977987
HMEL016318g1.t2	HMEL016318g1	157.062528	273.419861	121.387125	265.934741	277.239889	76.271959	143.850704	102.347209	64.776049	47.129894	159.793859	134.142851
HMEL016318g1.t1	HMEL016318g1	1131.844855	701.693801	98.163726	1225.708848	576.826439	146.303176	265.776453	318.583961	181.744254	188.745626	155.347633	209.905247
HMEL022584g1.t1	HMEL022584g1	824.943666	413.592147	52.321577	739.329338	337.324939	56.045173	179.291226	132.080062	170.760853	106.456281	332.152393	112.588076
HMEL034460g1.t1	HMEL034460g1	0	9.782205	0	10.885058	0	0	0	0	0	0	45.468768	7.473962
HMEL016322g1.t1	HMEL016322g1	218.518782	35.083462	129.702253	144.017852	46.879927	109.786545	53.647647	85.269395	30.761321	4.306793	52.709343	91.666981
HMEL015851g1.t1	HMEL015851g1	51.743979	51.019911	106.061974	53.931759	48.94832	69.746882	71.18539	0	0	0	72.854758	57.926556
HMEL015851g1.t2	HMEL015851g1	22.675364	46.306779	26.69351	49.952804	51.218083	49.870117	95.01541	82.56737	97.295167	96.770149	92.419325	0
HMEL034474g1.t1	HMEL034474g1	39.452357	0	0	20.301867	0	0	27.368139	0	0	12.986706	0	19.374681
HMEL034474g1.t2	HMEL034474g1	0	14.483448	5.513955	8.754008	5.798276	10.042215	0	0	0	0	22.050753	0
HMEL034474g1.t3	HMEL034474g1	0	11.348441	10.619207	17.972837	21.461864	11.992653	24.565059	53.449447	73.113707	42.644626	66.003197	79.469734
HMEL015853g1.t1	HMEL015853g1	356.510376	207.291546	89.932396	348.208432	202.552898	25.363991	19.986825	166.728126	42.593541	43.287737	126.210653	362.553193
HMEL034478g1.t1	HMEL034478g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL034481g1.t1	HMEL034481g1	50.447895	34.096472	152.609987	27.31641	30.234819	109.806619	35.009517	17.780123	51.130089	10.934066	14.765286	39.574213
HMEL034482g1.t1	HMEL034482g1	0	0	0	0	0	0	0	0	0	0	25.092407	0
HMEL016581g1.t1	HMEL016581g1	15.192863	14.09231	36.830989	12.4884	17.216355	45.801811	17.110387	4.207291	9.293629	23.285257	123.300253	15.511797
HMEL016581g2.t1	HMEL016581g2	50.126407	35.820293	114.046252	41.590006	39.502731	112.092188	45.838083	31.296956	34.065984	17.132729	49.903866	21.042061
HMEL016582g1.t1	HMEL016582g1	11.297119	12.014152	3.126129	8.785335	4.855596	0	7.608573	0	0	2.382612	21.774012	2.976084
HMEL016584g1.t1	HMEL016584g1	66.78525	57.737271	139.383639	64.750359	52.195342	107.42199	23.439224	49.128389	36.864798	73.835848	19.393877	30.067533
HMEL016585g1.t1	HMEL016585g1	0	10.771068	5.805168	0	3.566496	11.460975	0	20.437005	0	0	0	10.900548
HMEL016588g1.t1	HMEL016588g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016588g1.t2	HMEL016588g1	0	0	0	0	0	0	0	0	0	0	0	12.518803
HMEL016588g2.t1	HMEL016588g2	0	0	0	0	1.497699	0	2.023311	2.949837	8.794551	15.336616	5.735929	1.577533
HMEL016588g4.t1	HMEL016588g4	0	14.832589	0	8.262997	7.369107	11.84237	0	0	0	0	23.096323	5.635282
HMEL034483g1.t1	HMEL034483g1	508.326189	235.754874	433.848242	466.092725	401.010811	402.20967	129.956743	161.789247	83.355649	117.92221	133.923831	148.774789
HMEL034483g1.t2	HMEL034483g1	511.332575	236.257403	433.203914	467.177333	400.579811	403.379812	129.302525	168.131114	81.480352	114.094594	132.948675	147.123728
HMEL016592g1.t1	HMEL016592g1	1.967154	2.081022	6.041736	2.369833	1.220612	5.492197	25.975573	71.118337	3.521535	11.764458	0	50.287791
HMEL016592g1.t2	HMEL016592g1	0	0	0	0	1.162736	0	0	60.419615	9.415645	0	13.176413	12.342112
HMEL016595g1.t1	HMEL016595g1	88.87969	89.001426	150.033187	84.759772	86.126647	167.100227	41.467669	56.153263	60.727065	66.80031	35.213913	54.26793
HMEL034485g1.t1	HMEL034485g1	0.613067	0.442125	4.383941	3.118588	0.635615	4.868928	11.51662	7.817288	2.937644	4.57238	12.109755	12.939548
HMEL016597g1.t1	HMEL016597g1	15.237289	12.011103	20.034345	0	20.771326	0	45.909305	0	0	20.578035	0	44.667576
HMEL016597g1.t2	HMEL016597g1	0	0	0	16.313406	0	16.283462	0	34.110642	39.258682	0	21.285595	0
HMEL016598g1.t1	HMEL016598g1	98.710375	133.931179	166.6456	129.834236	147.507555	161.773221	74.707493	73.433446	48.160596	56.395961	92.797091	67.773756
HMEL016598g1.t2	HMEL016598g1	97.348357	137.665289	161.514917	129.001658	148.261521	158.448474	75.729156	76.966207	55.088297	52.167568	90.156714	65.968874
HMEL016601g1.t1	HMEL016601g1	374.179235	151.099429	1461.53579	183.64781	408.858177	1226.278788	72.751227	322.305403	86.241814	51.470064	113.529392	366.434498
HMEL009223g1.t1	HMEL009223g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL034490g1.t1	HMEL034490g1	0	0	0	0	0	0	26.815172	0	26.628267	0	53.233969	10.634647
HMEL009227g1.t1	HMEL009227g1	6.41888	2.136555	9.945009	3.922392	0.515597	12.759409	58.428438	50.216605	88.404047	69.793827	34.34258	68.253643
HMEL034492g1.t1	HMEL034492g1	4.071498	0	0	3.270097	0	0	0	0	6.843337	0	15.05136	2.300727
HMEL034492g1.t2	HMEL034492g1	0	0.560012	0	0	6.868349	0	0	0	0	0	0	0
HMEL034492g1.t3	HMEL034492g1	0	0	0	0	0	9.114395	0	0	0	13.447353	0	0
HMEL034492g1.t4	HMEL034492g1	11.490195	17.749202	6.193943	10.953344	14.361495	0	4.598269	6.294537	0	0	0	0
HMEL009229g1.t2	HMEL009229g1	12.330023	0	0	9.736058	39.01375	0	0	37.116326	0	0	0	0
HMEL009229g1.t3	HMEL009229g1	0	0	0	9.736058	0	20.966896	0	0	0	142.006665	39.438958	41.22044
HMEL009230g1.t1	HMEL009230g1	62.547203	152.90519	73.678787	89.44269	181.408203	35.14288	10.597238	13.172779	3.849062	8.858802	34.496543	9.284495
HMEL009230g3.t1	HMEL009230g3	265.223835	494.371525	158.191929	317.843944	499.901731	142.638524	47.284152	45.967393	35.490737	36.528301	75.321088	74.462985
HMEL034496g1.t1	HMEL034496g1	0	0	0	0	0	0	0	0	0	36.860257	0	0
HMEL034503g1.t1	HMEL034503g1	14135.073044	6408.736538	9040.299708	9365.935236	3154.54786	7563.525748	10480.476931	51880.388395	10162.692311	6472.110461	15534.187032	58086.537796
HMEL013936g2.t2	HMEL013936g2	10.894569	24.363263	25.129127	14.796964	14.333462	55.276505	48.964806	9.122494	24.881023	25.01045	18.410131	35.468295
HMEL013936g2.t1	HMEL013936g2	39.336101	46.154136	30.97878	31.306791	52.853637	0	0	38.376652	23.705391	21.40526	33.741159	12.269505
HMEL034505g1.t1	HMEL034505g1	0	0	0	0	0	0	50.982669	0	266.882304	93.044521	21.417605	178.030115
HMEL003751g1.t1	HMEL003751g1	0.903855	0.962556	0	0	0	0	0	0	0	4.592361	1.494143	0
HMEL003749g1.t1	HMEL003749g1	0	0	0	0	101.398566	0	0	0	0	49.535372	132.199643	0
